"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ZFYVE261",8.37350926022959e-13,0.279183582590452,0.387,0.162,3.43330626687934e-08,"28","ZFYVE26"
"CNOT92",3.21544227129566e-20,0.279111727906748,0.375,0.144,1.31839564007665e-15,"28","CNOT9"
"IFITM24",3.43791180898094e-24,0.279046405324073,0.502,0.179,1.40961259991836e-19,"28","IFITM2"
"RBM28",4.55939240764917e-16,0.278997446625764,0.423,0.181,1.86944207498431e-11,"28","RBM28"
"C2CD24",4.17437245321124e-23,0.278918797124301,0.383,0.119,1.71157619326567e-18,"28","C2CD2"
"GATAD12",9.25923595111462e-11,0.27876228917121,0.399,0.19,3.79647192467602e-06,"28","GATAD1"
"TRIM243",8.08718595803915e-11,0.278747596321216,0.636,0.405,3.31590798651521e-06,"28","TRIM24"
"SLC6A2",4.58407511164559e-24,0.278688184835485,0.158,0.018,1.87956247727693e-19,"28","SLC6A2"
"OIP5-AS14",3.33977483472899e-20,0.278561890597209,0.407,0.139,1.36937447773558e-15,"28","OIP5-AS1"
"TAF61",1.22279489244468e-18,0.278420190156599,0.213,0.049,5.01370361800169e-14,"28","TAF6"
"DYNLL22",2.28111148271525e-27,0.278135757262627,0.395,0.113,9.35301330142906e-23,"28","DYNLL2"
"HMGCR2",9.39718165025126e-11,0.278020274985287,0.379,0.184,3.85303242023602e-06,"28","HMGCR"
"COMMD32",7.43095435036914e-21,0.277949998752887,0.265,0.065,3.04683990273835e-16,"28","COMMD3"
"UFM11",1.67237955293782e-10,0.277117979126226,0.387,0.189,6.85709064295566e-06,"28","UFM1"
"SFXN14",2.57481243083699e-10,0.276694633834883,0.696,0.422,1.05572459289178e-05,"28","SFXN1"
"AC119674.17",7.9705011532254e-16,0.276455898395103,0.399,0.149,3.26806488284548e-11,"28","AC119674.1"
"ARG21",1.45769200368362e-14,0.276402065926642,0.186,0.049,5.97682875350357e-10,"28","ARG2"
"TSPAN62",2.26967814727243e-24,0.276303706182693,0.368,0.11,9.30613433944643e-20,"28","TSPAN6"
"VPS544",3.44045115543337e-08,0.275629475416418,0.771,0.488,0.00141065378275079,"28","VPS54"
"SLC38A25",1.73242280492104e-12,0.275620502261221,0.897,0.628,7.10327998473724e-08,"28","SLC38A2"
"LARP13",2.86025911687846e-10,0.275588968110823,0.704,0.445,1.17276344310251e-05,"28","LARP1"
"ELOC1",1.7849465102119e-21,0.275468940847208,0.308,0.087,7.31863768117083e-17,"28","ELOC"
"CREBZF5",2.51369572935335e-17,0.275409597335952,0.498,0.257,1.03066552294946e-12,"28","CREBZF"
"ARNT24",7.38739053942335e-27,0.275291516812623,0.233,0.032,3.02897786897436e-22,"28","ARNT2"
"OAZ14",2.91395073691614e-28,0.275022999542352,0.494,0.14,1.19477808115035e-23,"28","OAZ1"
"LINC023363",9.09975740362472e-06,0.275010118579586,0.123,0.046,0.373108253063421,"28","LINC02336"
"GORASP22",3.23543219326384e-14,0.275009227803213,0.462,0.231,1.32659190788204e-09,"28","GORASP2"
"MAP4K3-DT6",1.9794103097674e-16,0.274892393207758,0.379,0.137,8.1159781521083e-12,"28","MAP4K3-DT"
"CCT6A3",3.25548059177852e-13,0.274747670277771,0.498,0.228,1.33481215224103e-08,"28","CCT6A"
"JKAMP",2.93743368139906e-14,0.2745630835043,0.372,0.145,1.20440655804724e-09,"28","JKAMP"
"CSPP13",3.56223585361793e-15,0.274248631349282,0.64,0.344,1.46058794470042e-10,"28","CSPP1"
"NDUFA115",4.96961982206601e-21,0.274190468676686,0.324,0.088,2.03764351944351e-16,"28","NDUFA11"
"ATXN7L3B2",8.17858747909019e-17,0.273821656999937,0.364,0.141,3.35338443817656e-12,"28","ATXN7L3B"
"EXOC6B7",2.9157670659834e-10,0.273664110933921,0.767,0.522,1.19552281239451e-05,"28","EXOC6B"
"CIAO11",7.14047710981943e-20,0.273494555584673,0.443,0.18,2.92773842456816e-15,"28","CIAO1"
"CDH83",1.16455809443195e-10,0.272622652712139,0.174,0.053,4.77492109878986e-06,"28","CDH8"
"GRIA41",4.90562860966567e-26,0.272557818963942,0.146,0.01,2.01140584253512e-21,"28","GRIA4"
