"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ugt2b51",5.98623945558967e-30,0.54403800681098,0.959,0.525,1.12870544935143e-25,"18","Ugt2b5"
"Slco1a12",1.2700508925541e-72,0.543014492560587,0.646,0.167,2.39468095791076e-68,"18","Slco1a1"
"Apon1",7.06122648775413e-34,0.542260978127277,0.959,0.491,1.33139425426604e-29,"18","Apon"
"Rrbp12",3.75951372050414e-34,0.536812219014368,0.94,0.491,7.08856312001055e-30,"18","Rrbp1"
"Bdh1",8.4490791551363e-56,0.535942768441969,0.724,0.237,1.59307387470095e-51,"18","Bdh1"
"Tspan31",3.10780294694122e-41,0.534537767307833,0.877,0.377,5.85976245645767e-37,"18","Tspan31"
"Stt3a1",4.33609845205583e-82,0.531927497521096,0.642,0.153,8.17571363135127e-78,"18","Stt3a"
"Sc5d1",9.04024414428069e-38,0.526746796575202,0.922,0.439,1.70453803340412e-33,"18","Sc5d"
"Lman11",3.98466807666426e-45,0.526036947854594,0.825,0.33,7.51309165855046e-41,"18","Lman1"
"Lect22",8.46526016874219e-35,0.524517439294928,0.795,0.35,1.59612480481634e-30,"18","Lect2"
"Cyp2b101",3.00710215555089e-69,0.524390545536305,0.44,0.092,5.6698911142912e-65,"18","Cyp2b10"
"Hmgcr2",3.08794847763029e-78,0.523708096252481,0.541,0.118,5.82232685457192e-74,"18","Hmgcr"
"Insig11",4.69929011312314e-34,0.523013877063424,0.888,0.428,8.86051150829368e-30,"18","Insig1"
"Vimp",3.98472176585258e-203,0.521377984285072,0.224,0.006,7.51319288951504e-199,"18","Vimp"
"Pdia31",1.06187168496728e-48,0.519909449153999,0.836,0.318,2.00215906200581e-44,"18","Pdia3"
"Sec621",1.50070036247e-54,0.518594461538168,0.784,0.27,2.82957053343719e-50,"18","Sec62"
"Chp1",1.01916697218796e-38,0.51540855599809,0.836,0.363,1.9216393260604e-34,"18","Chp1"
"Ugt2b11",1.14653941621694e-66,0.512934920197413,0.78,0.236,2.16180006927705e-62,"18","Ugt2b1"
"Wdr891",1.42548829840813e-86,0.512812483169828,0.343,0.049,2.68775818664852e-82,"18","Wdr89"
"Mup7",1.13206089303472e-44,0.512011486350207,0.545,0.171,2.13450081381696e-40,"18","Mup7"
"Cpn21",2.21067800940088e-46,0.51073173423655,0.795,0.3,4.16823338672536e-42,"18","Cpn2"
"Rgn1",2.06439843629843e-21,0.510254239126759,0.981,0.765,3.89242325164069e-17,"18","Rgn"
"Ugt2a3",3.48578737397021e-71,0.508115310772799,0.653,0.171,6.57245209362083e-67,"18","Ugt2a3"
"Igfbp21",4.53492073737584e-28,0.507682886872364,0.922,0.502,8.55059305032214e-24,"18","Igfbp2"
"Minos1",2.59700330597997e-119,0.504001683313978,0.235,0.016,4.89664973342523e-115,"18","Minos1"
"Apob2",3.49175292537011e-29,0.503108001372733,1,0.862,6.58370014078534e-25,"18","Apob"
"Idi1",1.16170913653305e-50,0.502776818659216,0.746,0.26,2.19040257693307e-46,"18","Idi1"
"Slc35d12",2.74037546440327e-62,0.501406493019796,0.698,0.207,5.16697793813237e-58,"18","Slc35d1"
"Acox21",1.41412547018376e-54,0.50091673464864,0.743,0.248,2.66633357403148e-50,"18","Acox2"
"Rps12-ps31",2.14092465102637e-95,0.500414908627491,0.243,0.022,4.03671342951022e-91,"18","Rps12-ps3"
"Dgat2",9.83001470782904e-37,0.499853600983549,0.799,0.341,1.85344927316117e-32,"18","Dgat2"
"Pdia41",2.61204811496497e-58,0.498047747731309,0.743,0.234,4.92501672076645e-54,"18","Pdia4"
"Fam213a",2.72518796782338e-198,0.496937527080522,0.228,0.007,5.13834191333099e-194,"18","Fam213a"
"Cfi2",2.89334023030002e-30,0.495656081822679,0.963,0.506,5.45539300423068e-26,"18","Cfi"
"Sult2a8",1.65390064056409e-35,0.494267123701202,0.821,0.361,3.11842965778359e-31,"18","Sult2a8"
"Hacd31",6.34231195443679e-68,0.492364250746147,0.623,0.164,1.19584291900906e-63,"18","Hacd3"
"Selk",6.06733684493836e-125,0.492298142494076,0.205,0.011,1.14399636211313e-120,"18","Selk"
"D17Wsu92e",4.64047899109484e-201,0.488398866619687,0.231,0.007,8.74962313770932e-197,"18","D17Wsu92e"
"Surf41",3.96345485436522e-46,0.48708028656306,0.869,0.345,7.47309412790562e-42,"18","Surf4"
"Ubc1",1.50829091713584e-23,0.486078487847798,0.978,0.717,2.84388252425963e-19,"18","Ubc"
"Sec61g1",1.49282785522807e-16,0.485843352635795,0.989,0.745,2.81472692103252e-12,"18","Sec61g"
"Fgg3",6.59030294482919e-27,0.482730485013827,1,0.914,1.24260162024754e-22,"18","Fgg"
"Lgals3bp",1.11351260950091e-85,0.481530614814176,0.519,0.102,2.09952802521397e-81,"18","Lgals3bp"
"F11r",8.31253720916211e-67,0.481528429806729,0.563,0.142,1.56732889078752e-62,"18","F11r"
"Ces1f2",8.70488268576221e-45,0.481339582700722,0.716,0.259,1.64130563040046e-40,"18","Ces1f"
"Fn12",1.50122300391499e-25,0.480799439498733,0.985,0.606,2.83055597388172e-21,"18","Fn1"
"Ctage5",1.77895409592444e-198,0.48019057033645,0.213,0.006,3.35421794786553e-194,"18","Ctage5"
"Sep15",1.1308109467466e-123,0.479067181128318,0.239,0.016,2.13214404009072e-119,"18","Sep15"
"Cpox",1.65995936211343e-51,0.47850044904188,0.694,0.229,3.12985337726487e-47,"18","Cpox"
"Tmbim63",8.63830196461726e-27,0.478432300340702,0.996,0.684,1.62875183542858e-22,"18","Tmbim6"
"Aldh2",4.51948606425919e-23,0.477319306189921,0.989,0.778,8.52149097416071e-19,"18","Aldh2"
"Cd1d11",5.88802926905536e-64,0.477202345107104,0.649,0.182,1.11018791868039e-59,"18","Cd1d1"
"Serping12",1.68438894363835e-26,0.476609023818258,0.937,0.518,3.17591535323012e-22,"18","Serping1"
"Canx1",6.95913461741326e-34,0.475598466013944,0.94,0.446,1.31214483211327e-29,"18","Canx"
"Mut",1.67324425183192e-228,0.475541708342429,0.209,0.004,3.15490203682908e-224,"18","Mut"
"Atp1a11",8.67514621952301e-54,0.473858555119321,0.769,0.261,1.63569881969106e-49,"18","Atp1a1"
"Pdia62",7.70381135353276e-36,0.473580730580477,0.903,0.405,1.4525536307086e-31,"18","Pdia6"
"Tmprss62",2.61147508091332e-38,0.47157964008171,0.877,0.378,4.92393626506207e-34,"18","Tmprss6"
"Fads11",1.00005042049108e-36,0.47037919532087,0.866,0.382,1.88559506783593e-32,"18","Fads1"
"F52",7.18310765744324e-48,0.469572380935055,0.795,0.29,1.35437494881092e-43,"18","F5"
"2410015M20Rik",6.15734948416905e-116,0.469034048193805,0.228,0.015,1.16096824524007e-111,"18","2410015M20Rik"
"Tpp11",7.51553004242906e-74,0.46819447919593,0.575,0.135,1.4170531895e-69,"18","Tpp1"
"Aldh9a1",7.10216110074729e-61,0.467830027903761,0.657,0.191,1.3391124755459e-56,"18","Aldh9a1"
